recipeId,ingredientDescription
859, teaspoons salt
859,1 teaspoon vanilla extract
859,1 whole egg (large)
859,"4 cups ice cream (any flavour, slightly softened)"
859,active dry yeast
859,bread flour
859,kosher salt
859,molasses
859,rolled oats
859,unsalted butter
859,whole wheat flour
860, cups extra virgin olive oil
860, cups extra virgin olive oil (more if needed)
860," cups fresh basil, packed"
860," cups fresh oregano, packed"
860, cups water
860," whole lemon, juice only"
860,"1 clove garlic, minced or grated"
860,"1 cup fresh cilantro, packed"
860,"1 cup fresh parsley, packed (flat leaf or regular)"
860,"1 pound lamb shoulder chops, bone-in"
860,1 tablespoon red wine vinegar
860,1 teaspoon oregano
860,1 teaspoon red pepper flakes
860,1 teaspoon red wine vinegar
860,"1 whole lemon, juice only"
860,"1 whole loaf style bread (ciabatta, french, sourdough, etc.)"
860,3 cloves garlic
860,"3- ounces, weight (at least) cheese (such as provolone, swiss, gruyre, havarti, etc.)"
860,"4 whole green onions, roots and white part removed"
860,bacon
860,boneless skinless chicken breast halv
860,cheese
860,dill pickles
860,for the chimichurri sauce:
860,for the lamb:
860,for the sandwich assembly:
860,"fresh cracked pepper, to taste"
860,hamburger buns
860,lettuce
860,onion
860,poultry seasoning
860,"salt and pepper, to taste"
860,salt to taste
860,tomato
860,tomatoes
860,_____
861," cups butter, softened"
861," cups hazelnuts, toasted and skins removed"
861, cups nutella
861, cups sugar
861, teaspoons vanilla extract
861,1 teaspoon baking powder
861,1 whole egg
861,2 cups all-purpose flour
861,"2 tablespoons cream cheese, softened"
861,avocado
861,bacon
861,fresh lemon juice
861,fresh tarragon
861,freshly ground pepper
861,ground black pepper
861,lettuce leaves
861,mayonnaise
861,salt
861,toast
861,tomatoes
862," cups butter, melted (1 stick)"
862,1 tablespoon poppy seeds
862,2 tablespoons mustard
862,"2 tablespoons onion, grated"
862,"deli meats, cheeses and rolls, optional"
862,dijon mustard
862,freshly ground pepper
862,grill steak
862,heavy cream
862,lettuce leaves
862,olive oil
862,shallots
862,soft rolls
863,2 tablespoons butter (just enought to spread on buns)
863,4 pieces boneless skinless chicken breast
863,4 slices cheddar cheese
863,4 tablespoons ranch dressing
863,4 whole sandwich buns (any kind will work)
863,"cookies seasoning salt, or seasoning of your choice"
863,peanut butter
863,strawberry jam
863,unsalted butter
863,white sandwich bread
864, cups gorgonzola cheese
864," whole apple, sliced into very thin wedges (about 1 mm thick)"
864,1 sprig sweet basil
864,1 tablespoon butter
864,2 slices bread
864,baby spinach leaves
864,burger
864,extra-virgin olive oil
864,light mayonnaise
864,mustard
864,onion
864,sandwich
864,sweet pepper
865, cups finely diced celery ( 1  1/2 stalks)
865, cups real mayonnaise
865,"1 teaspoon capers, drained"
865,1- teaspoon finely minced fresh dill
865,"2 cups cooked lobster, diced into bite-sized pieces (can use lump crab or shrimp)"
865,black pepper
865,coleslaw
865,frozen french fries
865,pastrami
865,peasant bread
865,provolone cheese
865,sea salt
865,tomatoes
866, teaspoons ground chipotle pepper
866,"1  large mufaletta roll, or 3 individual sandwich buns"
866,1  medium yellow onion
866,1  red or green bell pepper
866,1 sprig fresh sage
866,1 whole pork tenderlion
866,2 cloves garlic
866,2 tablespoons dark brown sugar
866,"2 tablespoons olive oil, divided"
866,2 teaspoons emeril spice or similar rub
866,coarse salt
866,flour tortillas
866,freshly ground pepper
866,mayonnaise
866,monterey jack cheese
866,"optional condiment: mayonnaise, to taste"
866,poblano peppers
866,tomatoes
867, pounds gruyere cheese
867, pounds peppered salami
867, pounds prosciutto ham
867, pounds provolone cheese
867, pounds soppresata
867,"1 loaf ciabatta, cut lengthwise"
867,3 tablespoons mayonnaise
867,3 tablespoons pesto (prepared or homemade)
867,3 tablespoons sun-dried tomato paste
867,arugula
867,avocado
867,butter oil
867,eggs
867,hot sauce
867,milk
867,monterey jack cheese
867,"optional toppings: pepperoncini pepper slices, roasted red pepper slices, basil leaves"
867,red onion
867,roast red pepper
867,sea salt
867,slice cucumb
867,whole wheat english muffins
868, cups balsamic vinegar
868," whole large onion, sliced"
868,1 dash kosher salt
868,1 dash sugar
868,1 tablespoon butter
868,1- tablespoon olive oil
868,2 slices focaccia bread
868,2 slices prosciutto
868,"3 whole calimyra figs, sliced"
868,4 whole fresh basil leaves
868,baguette
868,capers
868,eggs
868,extra-virgin olive oil
868,freshly ground pepper
868,garlic cloves
868,goat cheese
868,olive oil
868,pitted black olives
868,red wine vinegar
868,tuna
869,1 whole kaiser roll
869,2 slices muenster cheese
869,2 teaspoons butter
869,black pepper
869,celery
869,condens cream of celeri soup
869,cooked chicken
869,finely chopped onion
869,lettuce
869,mayonnaise
869,sandwich buns
869,tomatoes
870, cups whole milk
870,2 slices mozzarella cheese
870,2 slices provolone cheese
870,2 tablespoons butter
870,2 tablespoons dijon mustard
870,2 tablespoons powdered sugar
870,2 tablespoons raspberry jam
870,2 whole eggs
870,4 slices black forest ham
870,4 slices roasted turkey breast
870,4 slices white bread
870,crusty rolls
870,eggs
870,fresh bread crumbs
870,fresh flat leaf parsley
870,fresh mozzarella cheese
870,freshly ground pepper
870,garlic cloves
870,ground beef
870,milk
870,olive oil
870,salt
870,tomato sauce
870,yellow onion
871, cups blue cheese dressing
871,"1 cup sweet peppers, tops, seeds and ribs removed and sliced thinly"
871,"1 pound sirloin steak, grilled to desired doneness"
871,1 tablespoon butter
871,2 tablespoons kerry gold garlic & herb butter (or homemade garlic butter)
871,8 slices whole grain wheat bread
871,butter
871,sprinkles
871,white bread
872, teaspoons baking powder
872, teaspoons salt
872,1 cup plus 1 tbsp nutella (chocolate-hazelnut spread)
872,"14 tablespoons (1 3/4 sticks) unsalted butter, softened"
872,"2 cups granulated sugar, divided"
872,2 teaspoons vanilla extract
872,2 whole large eggs
872,2- cups all-purpose flour
872,baguette
872,cornichons
872,dijon mustard
872,gruyere cheese
872,ham
872,salted butter
873," cups mayonnaise (dont use miracle whip in this recipe, its too sweet)"
873, teaspoons garlic
873,1 tablespoon lime juice  (a couple of squirts)
873,1 tablespoon olive oil
873,2 cups freeze dried chicken
873,2 cups freeze dried pineapple
873,4  basil leaves
873,5  whole wheat burger buns
873,baguette
873,cilantro
873,hanger steak
873,jalapeno chile
873,mayo
873,rice vinegar
873,"salt and pepper, to taste"
873,shredded carrots
874,1 cup hummus
874,1 cup mushrooms
874,1 cup sprouts
874,1 whole avocado
874,1 whole red pepper
874,4 tablespoons creamy italian dressing (or more to taste)
874,4 whole everything bagels
874,canola oil
874,chips
874,deli ham
874,mayonnaise
874,pork shoulder
874,rolls
874,swiss cheese
874,yellow mustard
875, cups bourbon (jack daniels whiskey)
875, cups cider vinegar
875, cups ketchup
875," cups onion, finely chopped"
875, teaspoons chili powder
875, teaspoons dry ground mustard
875, teaspoons garlic powder
875,1 tablespoon brown sugar
875,1 tablespoon worcestershire sauce
875,1 whole pork tenderloin (weight varies)
875,2- tablespoons butter
875,blue cheese
875,deli roast beef
875,fresh basil leaves
875,light mayonnaise
875,sub rolls
875,toast walnut
876,1 cup mesclun mix
876,1 tablespoon dijon mustard
876,1 tablespoon hondo sauce (see recipe above)
876,1 tablespoon rice wine vinegar
876,1 tablespoon sriracha sauce
876,1 teaspoon dried oregano (for sprinkling on bread)
876,1 teaspoon olive oil (for brushing bread)
876,2 slices sourdough bread
876,2 slices white cheddar cheese
876,2 tablespoons low fat yogurt
876,2 tablespoons sun dried tomato oil
876,"2 tablespoons sun-dried tomatoes (packed in oil), chopped"
876,4 slices leftover cooked turkey breast
876,4 slices roma tomato
876,anchovy fillets
876,arugula
876,baguette
876,cherry tomatoes
876,dijon mustard
876,eggs
876,for the hondo sauce:
876,for the turkey sandwich
876,fresh lemon juice
876,freshly ground pepper
876,garlic cloves
876,kalamata
876,olive oil
876,red bell pepper
876,tuna fillets
877, cups butter (room temperature)
877, cups evaporated milk
877,"1 stick butter, room temperature"
877,1 teaspoon baking powder
877,1 teaspoon baking soda
877,1 teaspoon vanilla extract
877,1- teaspoon salt
877,"14 ounces, weight canned pumpkin"
877,2 teaspoons vanilla extract
877,2 whole eggs
877,2- cups flour
877,2- cups light brown sugar
877,3 tablespoons to 4 tablespoons milk
877,3 teaspoons pumkin pie spice
877,3- cups powdered sugar
877,arugula
877,baguette
877,canola oil
877,cheese
877,chopped fresh chives
877,dijon mustard
877,egg yolks
877,filling ingredients:
877,fresh basil
877,fresh flat leaf parsley
877,fresh lemon juice
877,freshly ground pepper
877,garlic cloves
877,olive oil
877,red onion
877,rub
877,sirloin steak
877,water
877,_____
878,1 package cream chese
878,1 package wasa multi-grain crackers
878,"1 slice small red onion, sliced thin"
878,2 dashes lemon pepper
878,"2 slices cucumber, peeled and sliced"
878,2 slices shaved turkey
878,"2 tablespoons monterey jack cheese, shredded"
878,"3 leaves baby spinach, washed dried and stems removed"
878,black pepper
878,boston lettuce
878,coarse salt
878,crab meat
878,lemon juice
878,mayonnaise
878,plum tomatoes
878,toast
879,"1 pound krakas ham, sliced paper thin"
879,"1 pound munchee or muenster cheese, sliced"
879,"1 whole white onion, chopped"
879,"4 whole kaiser rolls, sliced"
879,aleppo pepper
879,aluminum foil
879,butter (room temperature)
879,country bread
879,creme fraiche
879,dijon mustard
879,eggs
879,flour
879,grated nutmeg
879,ground black pepper
879,gruyere cheese
879,ham
879,kosher salt
879,milk
879,salad
879,unsalted butter
880,"10 ounces, weight jarred lemon curd"
880,24 pieces butter waffle cookies (found at trader joes)
880,"8 ounces, weight chevre (goat cheese) at room temperature"
880,beans
880,bread
880,honey
880,mustard
880,olive oil
880,pecorino cheese
880,salt
881, cups bbq sauce
881,1 cup green cabbage shredded
881,1 tablespoon olive oil
881,"1 whole onion, chopped"
881,"10 whole chicken tenders, frozen or thawed"
881,3 tablespoons bbq dry rub or seasoning
881,3 teaspoons hot sauce
881,6 whole french rolls or hamburger buns
881,baguette
881,butter
881,chives
881,peeled fresh ginger
881,radishes
881,sesame oil
881,toast sesam seed
881,"your favorite cheese, to serve (optional)"
882,1 cup fresh spinach
882,1 slice fresh mozzarella
882,2 slices pumpernickel
882,2 tablespoons butter
882,2 tablespoons your favorite flavor hummus (i like spicy)
882,3 slices roasted turkey
882,cashews
882,coco
882,coconut flakes
882,coconut milk
882,cookies
882,corn
882,horseradish mustard
882,hot dog bun
882,kosher salt
882,nuts
882,pandan leaf
882,passion fruit
882,seeds
882,sugar
882,sweetened condensed milk
882,vanilla extract
883,"1 clove garlic, minced"
883,1 tablespoon salted butter
883,1 whole boneless skinless chicken breast
883,2 slices pepperjack cheese
883,2 whole oroweat 100% whole wheat sandwich thins
883,6 slices thick-cut peppered bacon (cut in half)
883,8 whole baby portabella mushrooms
883,emerils original essence seasoning
883,extra-virgin olive oil
883,focaccia
883,freshly ground pepper
883,garlic cloves
883,"garlic salt, to taste"
883,green garlic
883,lamb
883,leeks
883,lettuce leaves
883,mayonnaise
883,organic baby spinach
883,salt
884," jars marshmallow spread/fluff, 7.5 oz jar"
884,"1 bottle chocolate shell topping, 7.25 oz  bottle"
884,1- cup banana ice cream
884,90 whole vanilla wafers (about an 11 oz. box)
884,bread
884,feta cheese
884,lemon juice
884,mayonnaise
884,minced garlic
884,olive oil
884,red bell pepper
884,red onion
884,yellow squash
884,zucchini
885, cups butter
885, cups lemon juice
885, cups shortening
885, cups sugar
885, teaspoons salt
885,1 tablespoon cinnamon
885,1 teaspoon baking soda
885,1- cup heavy cream
885,1- cup sugar
885,1- cup whole milk
885,1- teaspoon cream of tartar
885,2 whole eggs
885,2- cups all-purpose flour
885,3 tablespoons sugar
885,"3 whole lemons, zested"
885,4 whole egg yolks
885,aged balsamic vinegar
885,for the cookies:
885,for the ice cream:
885,fresh basil leaves
885,freshly ground pepper
885,garlic cloves
885,goat cheese
885,oil
885,olive oil
885,portobello mushrooms
885,shallots
885,sourdough rolls
886, cups arugula
886,"1 whole golden beet, washed (skin-on) to get rid of surface dirt"
886,"1- ounces, weight reduced fat goat cheese"
886,2 slices bread
886,cayenne pepper
886,corned beef
886,ketchup
886,mayonnaise
886,onion powder
886,pickle relish
886,prepared horseradish
886,rye bread
886,sauerkraut
886,swiss cheese
886,unsalted butter
886,worcestershire sauce
887, teaspoons salt
887,1 cup 8 0z. unsalted butter; cold
887,1 cup brown sugar
887,1 cup creamy peanut butter
887,1 cup granulated sugar
887,1 teaspoon vanilla
887,2 teaspoons baking soda
887,2 whole eggs
887,3 cups all-purpose flour
887,butter lettuce
887,green bell pepper
887,hero rolls
887,mozzarella cheese
887,pesto
887,vanilla ice cream
888," cups balsamic glaze, for drizzling"
888," cups salad greens, arugula is suggested"
888,"2 whole sandwich rolls, either kaiser or club rolls"
888,"8 ounces, weight of your favorite prepared chicken salad (store bought or your own recipe)"
888,"8 whole strawberries, sliced"
888,barbecue sauce
888,boneless pork shoulder
888,canola oil
888,chicken broth
888,dijon mustard
888,freshly ground pepper
888,garlic cloves
888,hamburger buns
888,honey
888,salt
888,soy sauce
888,unsalted butter
888,yellow onion
889,"10 slices hard salami, thin sliced"
889,"2 whole poorboy buns, 6\"" long"
889,24 pieces hamburger dill pickle slices
889,"3 tablespoons sweet pickle relish, divided"
889,"4 slices provolone cheese, thin sliced"
889,"4 tablespoons mayonnaise, divided"
889,6 slices deli ham (thin sliced)
889,canola oil
889,cayenne pepper
889,cider vinegar
889,dried oregano
889,dried thyme
889,garlic
889,green cabbage
889,ground black pepper
889,ketchup
889,kosher salt
889,light brown sugar
889,pork shoulder
889,red pepper flakes
889,sandwich buns
889,sweet paprika
889,yellow onion
891, cups chopped celery
891, cups finely chopped unpeeled red apple
891, cups light mayonnaise
891, cups plain yogurt (you can use non-fat)
891,1 cup shredded swiss cheese
891,1 tablespoon finely chopped parsley (you can use dried parsley)
891,10 slices country white or italian bread
891,"6- ounces, weight white tuna, drained"
891,bananas
891,"butter, to spread on each slice"
891,country bread
891,fromage blanc
891,ground black pepper
891,kosher salt
891,membrillo
891,olive oil
891,unsalted butter
892,1 pinch salt
892,"1 whole roasted red pepper from the jar, well drained"
892,2 pinches fresh cracked black pepper
892,"2 slices crusty bread, ciabatta or foccaccia work well"
892,2 teaspoons olive oil
892,"3 tablespoons spreadable goat cheese, plain or flavored"
892,4 slices cucumber
892,5 pieces red onion slices
892,bread
892,butter
892,cheese
892,mayonnaise
892,pears
892,roast beef
893, tablespoons mayonnaise
893,1 slice tomato or 4 sun-dried tomatoes
893,1 tablespoon feta cheese
893,1 whole orowheat multigrain sandwich thin
893,2 leaves romaine lettuce
893,3 slices turkey or smart bacon
893,barbecue sauce
893,"fresh or dried rosemary, to taste"
893,hamburger buns
893,pickled jalapenos
893,potato chips
893,rotisserie chicken
894, cups mayonnaise
894, cups white vinegar
894," whole red onion, diced"
894,"1 bag (14 oz. bag) cole slaw mix, pre-shredded"
894,"1 bottle (18 oz. bottle) bbq sauce, divided"
894,1 tablespoon sugar
894,1 teaspoon black pepper
894,2 pounds pork butt or shoulder
894,2 tablespoons apple cider vinegar
894,8 loaves hoagie rolls
894,butter
894,eggs
894,granulated sugar
894,ground cinnamon
894,maple syrup
894,milk
894,peanut butter
894,white sandwich bread
895,1 jar (about 7 oz. jar) pesto or homemade
895,1 loaf rosemary focaccia bread
895,"1 pound fresh mozzarella, sliced and quartered"
895,2 bunches fresh basil leaves
895,"5 whole plum tomatoes, ripe"
895,all-purpose flour
895,baking powder
895,dulce de leche
895,eggs
895,ice cream
895,salt
895,sugar
895,"toothpicks, to secure sandwiches"
895,unsalted butter
895,unsweetened chocolate
895,vanilla extract
896," cups butter, melted"
896, cups cocoa powder
896, cups sugar
896,"1 tablespoon coffee, brewed"
896,1- cup all-purpose flour
896,"10 jars peanut butter, or to taste"
896,"10 tablespoons chocolate ice cream topping, or to taste (see note below for instructions on how to make your own)"
896,2 quarts vanilla ice cream
896,2 teaspoons baking powder
896,3 whole eggs
896,hellmanns or best foods real mayonnaise
896,hoagies or rolls
896,lettuce leaves
896,meat loaf
900, cups sugar
900, teaspoons salt
900,1 cup brown sugar
900,"1 cup butter, room temperature"
900,1 gallon ice cream
900,1 teaspoon baking soda
900,2 cups chocolate chips
900,2 teaspoons vanilla
900,2 whole eggs
900,2- cups all-purpose flour
900,bread
900,dried thyme
900,extra-virgin olive oil
900,farmer cheese
900,fresh goat cheese
900,fresh thyme leaves
900,freshly ground pepper
900,kosher salt
900,plum tomatoes
900,red wine vinegar
900,sprinkles
900,toast
900,water
900,yellow onion
901,1 loaf personal size ciabatta roll
901,2 tablespoons apricot jam
901,"6 leaves fresh basil, juliened"
901,6 slices 1/3 inch thick soft brie cheese
901,bread
901,celery
901,chopped walnuts
901,cooked chicken
901,grapes
901,mayonnaise
901,onion
901,pepper
901,salt
901,worcestershire sauce
902,"1 whole onion, sliced"
902,"1 whole pepper (red, orange or yellow), sliced"
902,1% low-fat milk
902,2 tablespoons olive oil
902,2 whole pre-cooked chicken sausage links
902,4 slices provolone cheese
902,4 whole hot dog or hoagie buns
902,chocol wafer cooki
902,coffee low-fat frozen yogurt
902,corn syrup
902,margarine
902,"salt and pepper, to taste"
902,sugar
902,unsweetened cocoa
902,vanilla extract
903,1 can (14 oz. can) sweetened condensed milk
903,1 teaspoon vanilla extract
903,8 cups fresh white snow
903,chopped fresh thyme
903,eggplant
903,fresh basil leaves
903,fresh goat cheese
903,fresh rosemary
903,freshly ground pepper
903,garlic cloves
903,olive oil
903,red bell pepper
903,red wine vinegar
903,rolls
903,salt
904,2 pieces buns or rolls
904,3 sprigs fresh basil
904,4 slices eggplant
904,4 slices mozzarella cheese
904,4 slices zucchini
904,5 strips onion
904,6 strips green and/or red pepper
904,garlic
904,olive oil
904,onion
904,pepper
904,pork loin
904,red wine vinegar
904,rolls
904,salt
904,salt and pepper
904,sauce
904,worcestershire sauce
905, cups light brown sugar
905, cups sugar
905, teaspoons baking powder
905, teaspoons baking soda
905, teaspoons salt
905, teaspoons vanilla extract
905,1 cup flour
905,1 pint vanilla ice cream
905,"1 stick unsalted butter, softened"
905,1 tablespoon cornstarch
905,1 tablespoon fresh lemon juice
905,1 tablespoon fresh lemon zest
905,1 tablespoon grated lemon zest
905,1 whole large egg
905,2 cups blueberries
905,2 tablespoons lemon juice
905,chicken
905,cream of chicken soup
905,for the fruit compote:
905,for the ice cream:
905,for the sandwich layer:
905,sandwich buns
905,stuffing
906, cups freshly chopped chives
906, cups italian bread crumbs
906, cups shredded parmesan cheese
906, cups shredded white cheddar cheese
906, teaspoons cinnamon
906, teaspoons paprika
906,1 cup shredded parmesan cheese
906,1 package (16 oz. package) smoked bacon
906,"1 pinch salt and pepper, to taste"
906,"1 whole roasted chicken (or 4 whole cooked chicken breasts), shred the meat"
906,14 slices frozen garlic texas toast
906,2 cups heavy cream
906,2 tablespoons butter
906,2 tablespoons flour
906,5 whole tomatoes; thickly sliced
906,"6 whole eggs, scrambled"
906,bacon
906,barbecue sauce
906,buns
906,cooked chicken
906,for garnish:
906,for the bread:
906,for the cheese sauce:
906,for the chicken:
906,for the tomatoes:
906,hot sauce
906,onion
906,ranch salad dress
906,shredded colby
906,shredded lettuce
906,tomatoes
906,_____
907,"1 package dinner rolls (any kind, 24-count)"
907,"1 stick butter, melted"
907,1 teaspoon garlic powder (optional)
907,12 slices swiss cheese (quartered)
907,24 slices thinly sliced ham
907,3 teaspoons worcestershire sauce
907,4 tablespoons mustard
907,apple juice
907,barbecue sauce
907,dark brown sugar
907,dinner rolls
907,dried thyme
907,english mustard
907,fennel seeds
907,freshly ground pepper
907,garlic cloves
907,ground coriander
907,kosher salt
907,onion powder
907,paprika
907,pork shoulder
907,water
908,1 cup buttermilk ranch dressing
908,"1 medium onion, sliced in 1/4 inch rings"
908,"1 meduim tomato, sliced"
908,"4 boneless, skinless chicken breast halves."
908,4 onion rolls
908,beets
908,fresh dill
908,green leaf lettuce
908,smoked salmon
908,swiss cheese slices
908,wheat bread
908,whole milk
909,1- tablespoon peanut butter
909,2 slices bread
909,5 whole strawberries
909,all-purpose flour
909,baking soda
909,eggs
909,ground cinnamon
909,ground nutmeg
909,heavy cream
909,light brown sugar
909,powdered sugar
909,rolled oats
909,salt
909,salted butter
909,semisweet chocolate chips
909,superfine sugar
909,unsalted butter
909,vanilla extract
909,vegetable shortening
910, cups shredded cheddar cheese
910,1  handful of spinach salad mix
910,1  pinch of salt and pepper
910,1 teaspoon mustard (i used sweet and spicy stone ground)
910,2 slices french bread
910,2 slices tomato
910,2 teaspoons mayonnaise
910,3 slices shaved deli meat
910,arugula
910,beet greens
910,bread
910,canola oil
910,english cucumber
910,extra-virgin olive oil
910,freshly ground pepper
910,garlic cloves
910,honey
910,mustard
910,pitted kalamata olives
910,reduced sodium soy sauce
910,rice vinegar
910,salad greens
910,sliced green onions
910,tuna steaks
911,1 pinch cracked black pepper
911,1 pinch garlic salt
911,1 pinch smoked paprika
911,"2 ounces, fluid egg whites"
911,"2 ounces, weight brie cheese"
911,"2 ounces, weight sliced, cooked turkey breast"
911,2 slices whole wheat bread
911,2 tablespoons cranberry sauce
911,2 tablespoons leftover sweet potato casserole
911,chicken breast halves
911,chicken thighs
911,garlic salt
911,hamburger buns
911,italian salad dressing
911,onion soup mix
911,"rosemary, to taste"
911,water
912, teaspoons ground nutmeg
912, teaspoons mustard powder
912," whole lemon, juiced"
912,"1 cup mild cheddar cheese, grated"
912,"1 cup pasta (i used, and like, shells because they hold the sauce well)"
912,"1 pinch parsley, to garnish (optional)"
912,1 pinch salt and ground black pepper to taste
912,1 whole medium granny smith apple
912,2 slices bread (or four slices if youre feeling especially hungry)
912,"2 tablespoons softened butter or margarine, for spreading on the bread"
912,"3 cloves garlic, minced"
912,"3 cups, 2 tablespoons, 2 teaspoons, 2- pinches whole milk"
912,3 tablespoons tomato paste
912,"3 whole shallots, minced"
912,baking powder
912,cognac
912,cornstarch
912,dulce de leche
912,egg yolks
912,flour
912,for the sandwich:
912,for the soup:
912,lemon zest
912,sugar
912,unsalted butter
912,_____
913,1 bunch of greens
913,"1 tablespoon honey, drizzled (to taste)"
913,2 slices big beautiful red tomato
913,"2 slices brie cheese, rind removed"
913,2 slices crispy bacon
913,2 slices of your favorite bread
913,all-purpose flour
913,center cut pork chop
913,dijon mustard
913,fat
913,fresh parsley leaves
913,fresh thyme leaves
913,garlic cloves
913,grated parmesan cheese
913,ground black pepper
913,large egg whites
913,lemon
913,shallots
913,table salt
913,vegetable oil
913,white sandwich bread
914, teaspoons strawberry jam (optional)
914, whole banana
914,1 tablespoon better n peanut butter
914,2 slices whole grain bread
914,2 teaspoons pear puree
914,butter
914,corned beef
914,dressing
914,rye bread
914,sauerkraut
914,swiss cheese
915, cups mayonnaise
915," whole red onion, finely chopped"
915,1 tablespoon dijon mustard
915,1 tablespoon honey mustard
915,"1 whole lime, zest and juice"
915,"2 tablespoons cilantro, finely chopped"
915,"2 whole eggs, chopped"
915,"24 ounces, weight canned tuna, well drained"
915,blue cheese
915,bread
915,butter
915,celery stick
915,cheddar cheese
915,chicken
915,hot sauce
915,mayonnaise
915,mozzarella cheese
915,red onion
917,1 cup basil pesto
917,1 cup crumbled feta cheese
917,3 whole cut-up avocados
917,4 slices swiss cheese
917,4 slices tomato
917,8 slices rye bread
917,all-purpose flour
917,cooking spray
917,dry yeast
917,fat free milk
917,melted butter
917,salt
917,sugar
918, cups creamy peanut butter
918,"1 can creamy chocolate frosting, 16 ounce tub"
918,1 whole batch of chocolate chip cookie dough (make 36)
918,1 whole batch of peanut butter cookie dough (make 36)
918,brown sugar
918,celery seed
918,chili sauce
918,garlic powder
918,ground allspice
918,kaiser rolls
918,ketchup
918,liquid smoke
918,onion
918,plum sauce
918,pork ribs
919, cups guava jam
919, cups powdered sugar
919,"16- ounces, weight refrigerated sugar cookie dough"
919,caviar
919,chopped fresh chives
919,creme fraiche
919,eggs
919,garnish
919,horseradish
919,mackerel fillet
919,pepper
919,salt
919,sandwich bread
919,smoked salmon
919,unsalted butter
919,whipped cream
920,1 pinch pepper
920,1 pinch salt
920,1 pound chicken breasts
920,1 tablespoon mccormick mesquite seasoning
920,1 tablespoon olive oil
920,1 tablespoon vinegar
920,2 cups stubbs bbq sauce
920,2 dashes hot sauce
920,4 whole sandwich buns
920,brats
920,buns
920,cilantro
920,green chile
920,lime juice
920,plum tomatoes
920,ranch dress
920,red onion
921,1 jar cheap green olives with pimento (12 ounce jar - or whatever size you want)
921,1 tablespoon real mayonnaise (or as much as needed for your desired consistency)
921,"12 ounces, weight cheap walnuts or pecans (or the same amount as the olives)"
921,bread
921,brine
921,cheddar
921,"clove garlic, finely chopped"
921,ground black pepper
921,habanero chile
921,kosher salt
921,mayonnaise
921,pimiento
921,red-leaf lettuce
921,tabasco
921,tomatoes
922,1 cube beef bouillon
922,1 package au jus
922,1 package dry onion soup mix
922,1 package good seasons zesty italian dressing mix
922,2- cups water
922,4 pounds chuck roast
922,bread
922,chicken breasts
922,lettuce
922,mayonnaise
922,pesto
922,roasted red peppers
922,salt
922,slices tomatoes
923, cups arugula
923," cups chopped asparagus, blanched"
923, cups mayonnaise
923,"1 tablespoon capers, chopped"
923,1 tablespoon dill chopped
923,1 tablespoon lemon juice
923,"1 tablespoon parsley, chopped"
923,"1 tablespoon sweet pickles, chopped"
923,"1 whole heirloom tomato, sliced"
923,"4 slices bacon, crisp"
923,4 slices rye bread
923,4 slices smoked salmon
923,almond paste
923,for the asparagus tartar sauce:
923,for the sandwiches:
923,large egg whites
923,pastry
923,sea salt and pepper
923,sugar
923,_____
924," cups toasted walnut halves, chopped"
924, teaspoons pepper
924,1 teaspoon hot sauce
924,"1- pound premium deli roast beef, sandwich sliced"
924,1- tablespoon balsamic vinegar
924,"12 ounces, weight cream cheese, softened"
924,"2 packages frozen roll dough, 12 ounce packages"
924,2 teaspoons worcestershire sauce
924,"3  large sweet onions, thinly sliced"
924,3 tablespoons olive oil
924,"6 ounces, weight blue cheese, crumbled"
924,"8 ounces, weight sour cream"
924,bananas
924,chunky peanut butter
924,granulated sugar
924,heavy cream
924,ice cream
924,jif creamy peanut butter
924,large eggs
924,milk
924,salt
924,sandwich
924,sandwich bread
924,unsalted butter
925,"1 bar milk chocolate (about 1.55 ounce size),  melted"
925,1 dash maldon sea salt
925,1 tablespoon raisins
925,"1- tablespoon dry roasted almonds, finely chopped"
925,8 slices bread
925,8 slices idiazabal cheese
925,all-purpose flour
925,bananas
925,bread
925,brown sugar
925,butter
925,caramel sauce
925,creamy peanut butter
925,firmly packed brown sugar
925,granulated sugar
925,large eggs
925,salt
925,salt peanut
925,sugar
925,topping
925,vanilla extract
925,whipped cream
927,1 box ice cream sandwiches (10-12 of the rectangle kind)
927,"1 container magic shell chocolate (7.25 oz or other, depending on how much you want to use)"
927,1 cup chocolate chips
927,1 cup chopped pecans (optional)
927,1 jar caramel  (12 ounce jar)
927,1 tub cool whip (8 ounce tub)
927,active dry yeast
927,honey
927,kosher salt
927,milk
927,unsalted butter
927,water
927,wheat flour
928, cups soy sauce
928,1 cup swiss cheese
928,"1 envelope lipton onion soup mix (or whatever you have in your pantry), 1 ounce packet"
928,1 loaf french bread
928,1 pinch salt and pepper
928,1 teaspoon kitchen bouquet seasoning and browning sauce
928,"1 whole onion (preferably a large one, but if you dont love onions a medium will work)"
928,"2 cloves garlic, chopped"
928,2 tablespoons canola/vegetable oil
928,4 pounds beef roast (i use bottom round roast)
928,5 cups water
928,"6 tablespoons butter, softened"
928,celery salt
928,large eggs
928,milk
928,pepper jack chees
928,salsa
928,white sandwich bread
929,1 cup basil pesto
929,2 tablespoons olive oil
929,2 whole large chicken breasts
929,4 slices muenster cheese (or mozzarella)
929,4 whole sandwich size buns
929,baguette
929,dill pickles
929,eggs
929,frisee
929,gruyere
929,ham
929,lettuce leaves
929,remoulade
929,sliced tomatoes
930, teaspoons garlic salt
930, whole avocado
